post_title,post_url,comment,author,comment_score
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"A lot of wired headphones are built well, sound phenomenal, and have easily serviceable parts. Eg Sennheiser HD650&#x2F;HD6XX, HD660, HD58X. The 650s are nearly 20 years old and can blow all your modern bluetooth headphones out of the water for sound quality. So what I do is just buy a bluetooth receiver (eg fiiO BRT3k, BRT5, etc) and clip them onto the side of my headphones. Voila! Bluetooth headphones that sound great and don't need to be thrown away in 5 years.",tastysandwich,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,I certainly appreciate this idea. My WH-1000XM4s developed an issue where the NC has a feedback loop that sends a deafening shriek as soon as you place them on your ears and it lasts until you turn off the NC. I have to go through this (quite embarrassing in public) ordeal every time I turn them on. I'd just upgrade if they weren't so absurdly expensive in the first place.,v3x3366,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"There's a brand in Brazil, called Kuba[1], selling a self-repairable, upgradable headphones called Disco for a while now. Originally wired, they're releasing a Bluetooth version and old models are upgradable to the new wireless protocol (owners just need to buy the new Bluetooth arc). [1] <a href=""https:&#x2F;&#x2F;kuba.audio&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;kuba.audio&#x2F;</a>",rpgbr,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"I like the idea, but they look a little big to be called ""buds"".",RobotToaster,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,Awesome! My current noise-cancelling headphones have lost their noise-cancelling ability and bluetooth connectivity due to the battery dying. Can only listen to music over a cable now. Would have loved to be able to replace the battery in my headphones and imho this should be the standard for all headphones&#x2F;electronic devices,goofymiron,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,No frequency response testing? Mic response testing? Head pressure measurement? Kinda hard to take this seriously as a review when they don't even show anything about performance of the product.,Saris,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"I have to ask, as I have never bought active headphones, all my headphones are user servicable already. I've even had to repair the soldering joints on my M40x once. The cables are all removable. The pads are easily replacable. Are active headphones really that much harder to service? There's no space constraints to warrant glue, clips and ultrasonic welding instead of screws.",Arch-TK,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"I love this concept!  When I got tired of replacing headphones in the past I got some beyerdynamic dt770 modded by jfunk.org.  They are repairable and durable.  Though they are not natively bluetooth, can use a short cable + qudelix 5k to make them wireless.  No noise cancelling. Would be very nice to have durable &#x2F; repairable noise cancelling headphones.  These headphones from fairbuds look great overall, but I'm skeptical of the durability of the hinges.",mgsloan2,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"One of the problems with headphones is that the cups tend to deteriorate over time - maybe sweat or the oil from the skin or something reacts with it and it starts to peel. After a few years, the cups are no longer available for that model and so you end up having to buy a new one.",fareesh,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,These look really interesting. I'm curious if there are plans to sell these to American customers.  Right now (IIUC) their website only ships to  EU countries.,CoastalCoder,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"Does anyone know a test where they actually measured how well the noise cancelling does, compared to Sony and Bose flagships?",badpun,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"You've been able to fix Beyerdynamic DT770s forever, which is one reason why they're so popular with studios.",vegabook,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"Anyone know if these are prone to creaking? I've had to give up on otherwise great headphones because they developed a loud plastic-friction creak which I had no luck repairing. My Sennheiser HD4.50 so far seems immune to that, though has some drawbacks.",pulvinar,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"I used to swear by V-Moda for portable headphones. They were highly repairable (you could replace the pads, band, cables, and even the driver if you really wanted). That was, until their Bluetooth enabled line. It had no parts available, and even at that was non trivial to fix with 3rd party parts. These days, I love my beyerdynamic headphones. I've replaced the drivers, cables, pads, etc over their 10 year life. Only recently have I retired my first pair because of an upgrade. That being said, ",sargun,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"I’ve got a set of 6 year old $60 taotronics headphones that I just replaced the earpads on. Took 5 minutes and they use generic earpads available from AE or Amazon. The battery is soldered in, but is a generic lipo foil pouch accesible behind a screwed together earcup so I won’t need to find a specific form factor or break any glued together stuff to get at it. I don’t see this product as more “repairable” than other products. I do see that it has a lot of modules that are designed to be thrown ",dghlsakjg,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"I see the point of the ""fair"" and ""repairable"" advertising for smartphones that usually have far more proprietary and limited-production parts, but headphones aren't exactly in the same situation. Almost all parts of them are already widely available, so much that you can easily make your own: <a href=""https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=32375128"" rel=""nofollow"">https:&#x2F;&#x2F;news.ycombinator.com&#x2F;item?id=32375128</a>",userbinator,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,I like the little wired earbuds from Walmart that cost $5-10. If they wear out then you just replace them. The part that usually breaks for me on headphones is the connection from the cable to the actual speakers. So testing the wires one way or another fixes it temporarily which leads me to always contemplate trying to repair them but I don't know exactly where the connection problem is.,ilaksh,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"I like the concept of repairability, but these headphones are honestly quite boring. “Fair” cannot be the only selling point. Offer something interesting and compelling.",danielfoster,0
